Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,Unnamed: 9
CBLI,"Cleveland BioLabs, Inc.",1.01,11411221.39,,2006.0,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://old.nasdaq.com/symbol/cbli,
CLVS,"Clovis Oncology, Inc.",3.6,196763540.4,,2011.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/clvs,
CLPS,CLPS Incorporation,5.04,70122533.04,,2018.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/clps,
CME,CME Group Inc.,213.33,76392535414.65,,2002.0,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/cme,
CCNE,CNB Financial Corporation,28.06,426455402.98,,,Finance,Major Banks,https://old.nasdaq.com/symbol/ccne,
CCB,Coastal Financial Corporation,15.1,179872936.5,,2018.0,Finance,Major Banks,https://old.nasdaq.com/symbol/ccb,
COKE,"Coca-Cola Consolidated, Inc.",301.81,2829073077.09,,1972.0,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/coke,
COCP,"Cocrystal Pharma, Inc.",1.97,62292672.62,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/cocp,
CODA,"Coda Octopus Group, Inc.",7.39,79010362.36,,,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/coda,
CDXS,"Codexis, Inc.",13.52,789007852.88,,2010.0,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/cdxs,
CODX,"Co-Diagnostics, Inc.",1.09,18659454.94,,2017.0,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/codx,
CVLY,"Codorus Valley Bancorp, Inc",22.31,210011459.23,,,Finance,Savings Institutions,https://old.nasdaq.com/symbol/cvly,
JVA,"Coffee Holding Co., Inc.",3.82,21274913.18,,2005.0,Consumer Non-Durables,Food Distributors,https://old.nasdaq.com/symbol/jva,
CCOI,"Cogent Communications Holdings, Inc.",55.03,2576279142.09,,,Consumer Services,Telecommunications Equipment,https://old.nasdaq.com/symbol/ccoi,
CGNX,Cognex Corporation,49.03,8367490247.63,,1989.0,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/cgnx,
CTSH,Cognizant Technology Solutions Corporation,60.28,33292105337.92,,1998.0,Technology,EDP Services,https://old.nasdaq.com/symbol/ctsh,
CWBR,"CohBar, Inc.",1.26,50344745.22,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/cwbr,
COHR,"Coherent, Inc.",153.31,3676735764.91,,,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://old.nasdaq.com/symbol/cohr,
CHRS,"Coherus BioSciences, Inc.",21.37,1490855996.16,,2014.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/chrs,
COHU,"Cohu, Inc.",14.01,575749608.18,,,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/cohu,
CLCT,"Collectors Universe, Inc.",28.69,262607775.34,,1999.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/clct,
COLL,"Collegium Pharmaceutical, Inc.",11.83,395956369.9,,2015.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/coll,
CIGI,Colliers International Group Inc. ,71.4,2731700953.8,,,Finance,Real Estate,https://old.nasdaq.com/symbol/cigi,
CLGN,CollPlant Biotechnologies Ltd.,4.05,15292945.8,3776036.0,,,,https://old.nasdaq.com/symbol/clgn,
CBAN,"Colony Bankcorp, Inc.",15.42,146473608.54,,,Finance,Major Banks,https://old.nasdaq.com/symbol/cban,
COLB,"Columbia Banking System, Inc.",36.08,2631652144.88,,1992.0,Finance,Major Banks,https://old.nasdaq.com/symbol/colb,
CLBK,"Columbia Financial, Inc.",15.93,1852190434.98,,2018.0,Finance,Savings Institutions,https://old.nasdaq.com/symbol/clbk,
COLM,Columbia Sportswear Company,96.14,6494954111.14,,1998.0,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/colm,
CMCO,Columbus McKinnon Corporation,35.07,828401656.32,,1996.0,Capital Goods,Construction/Ag Equipment/Trucks,https://old.nasdaq.com/symbol/cmco,
CMCSA,Comcast Corporation,44.59,202660897559.12,,,Consumer Services,Television Services,https://old.nasdaq.com/symbol/cmcsa,
CBSH,"Commerce Bancshares, Inc.",59.27,6504721107.79,,,Finance,Major Banks,https://old.nasdaq.com/symbol/cbsh,
CBSHP,"Commerce Bancshares, Inc.",25.84,2367988039.36,,,Finance,Major Banks,https://old.nasdaq.com/symbol/cbshp,
CVGI,"Commercial Vehicle Group, Inc.",7.23,226499133.63,,2004.0,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/cvgi,
COMM,"CommScope Holding Company, Inc.",11.18,2170102653.94,,2013.0,Technology,Radio And Television Broadcasting And Communications Equipment,https://old.nasdaq.com/symbol/comm,
JCS,"Communications Systems, Inc.",4.38,40842558.3,,,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/jcs,
ESXB,Community Bankers Trust Corporation.,8.35,185858107.6,,,Finance,Major Banks,https://old.nasdaq.com/symbol/esxb,
CFBI,"Community First Bancshares, Inc.",10.12,76485421.76,,2017.0,Finance,Savings Institutions,https://old.nasdaq.com/symbol/cfbi,
CTBI,"Community Trust Bancorp, Inc.",42.02,747000087.02,,,Finance,Major Banks,https://old.nasdaq.com/symbol/ctbi,
CWBC,Community West Bancshares,9.82,83123216.52,,,Finance,Major Banks,https://old.nasdaq.com/symbol/cwbc,
CVLT,"Commvault Systems, Inc.",45.64,2061992882.04,,2006.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/cvlt,
CGEN,Compugen Ltd.,4.37,272662916.2,,2000.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/cgen,
CPSI,"Computer Programs and Systems, Inc.",21.79,312799372.2,,2002.0,Technology,EDP Services,https://old.nasdaq.com/symbol/cpsi,
CTG,"Computer Task Group, Incorporated",4.99,72075135.85,,,Technology,EDP Services,https://old.nasdaq.com/symbol/ctg,
SCOR,"comScore, Inc.",2.22,148974958.14,,2018.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/scor,
CHCI,"Comstock Holding Companies, Inc.",1.8794,14941519.4276,,2004.0,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/chci,
CMTL,Comtech Telecommunications Corp.,31.7,769294966.0,,,Technology,Radio And Television Broadcasting And Communications Equipment,https://old.nasdaq.com/symbol/cmtl,
CNAT,Conatus Pharmaceuticals Inc.,0.3494,11589768.1578,,2013.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/cnat,
CNCE,"Concert Pharmaceuticals, Inc.",5.97,142084961.22,,2014.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/cnce,
BBCP,"Concrete Pumping Holdings, Inc. ",3.57,207773000.4,,2017.0,Basic Industries,Engineering & Construction,https://old.nasdaq.com/symbol/bbcp,
CDOR,"Condor Hospitality Trust, Inc.",11.05,131666098.2,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/cdor,
CFMS,"ConforMIS, Inc.",2.22,152466447.6,,2015.0,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/cfms,
CNFR,"Conifer Holdings, Inc.",3.68,34990385.76,,2015.0,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/cnfr,
CNFRL,"Conifer Holdings, Inc.",22.5,0.0,,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/cnfrl,
CNMD,CONMED Corporation,95.98,2715535265.6,,1987.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/cnmd,
CTWS,"Connecticut Water Service, Inc.",69.98,844556219.26,,,Public Utilities,Water Supply,https://old.nasdaq.com/symbol/ctws,
CNOB,"ConnectOne Bancorp, Inc.",21.89,773874236.74,,,Finance,Major Banks,https://old.nasdaq.com/symbol/cnob,
CONN,"Conn&#39;s, Inc.",25.59,739637007.99,,2003.0,Consumer Services,Consumer Electronics/Video Chains,https://old.nasdaq.com/symbol/conn,
CNSL,"Consolidated Communications Holdings, Inc.",3.76,271006019.44,,2005.0,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/cnsl,
CWCO,Consolidated Water Co. Ltd.,16.18,243146147.32,,,Public Utilities,Water Supply,https://old.nasdaq.com/symbol/cwco,
CNST,"Constellation Pharmaceuticals, Inc.",8.1,209163837.6,,2018.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/cnst,
ROAD,"Construction Partners, Inc.",16.48,853363157.6,,2018.0,Basic Industries,Military/Government/Technical,https://old.nasdaq.com/symbol/road,
CPSS,"Consumer Portfolio Services, Inc.",3.4,76587441.2,,1992.0,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/cpss,
CFRX,ContraFect Corporation,0.3666,29111543.2296,,2014.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/cfrx,
CPAA,Conyers Park II Acquisition Corp.,10.05,115575000.0,,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/cpaa,
CPAAU,Conyers Park II Acquisition Corp.,10.7,0.0,,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/cpaau,
CPAAW,Conyers Park II Acquisition Corp.,2.0,0.0,,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/cpaaw,
AWSM,Cool Holdings Inc.,0.86,7695941.34,,,Technology,Electronic Components,https://old.nasdaq.com/symbol/awsm,
CPRT,"Copart, Inc.",79.76,18524271485.44,,1994.0,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/cprt,
CRBP,"Corbus Pharmaceuticals Holdings, Inc.",4.79,309681130.47,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/crbp,
CORT,Corcept Therapeutics Incorporated,14.06,1598465048.22,,2004.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/cort,
CORE,"Core-Mark Holding Company, Inc.",28.68,1315824490.2,,,Consumer Non-Durables,Food Distributors,https://old.nasdaq.com/symbol/core,
CSOD,"Cornerstone OnDemand, Inc.",54.59,3312592822.08,,2011.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/csod,
CORV,Correvio Pharma Corp.,1.73,87374876.57,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/corv,
CRTX,"Cortexyme, Inc.",23.04,618420072.96,,2019.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/crtx,
CLDB,Cortland Bancorp,22.0,96331906.0,,,Finance,Savings Institutions,https://old.nasdaq.com/symbol/cldb,
CRVL,CorVel Corp.,77.33,1428551347.19,,,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/crvl,
CRVS,"Corvus Pharmaceuticals, Inc.",2.76,81117504.0,,2016.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/crvs,
CSGP,"CoStar Group, Inc.",592.2,21644112898.8,,1998.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/csgp,
COST,Costco Wholesale Corporation,293.41,129038545064.26,,,Consumer Services,Department/Specialty Retail Stores,https://old.nasdaq.com/symbol/cost,
CPAH,CounterPath Corporation,1.15,6845039.2,,,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/cpah,
ICBK,"County Bancorp, Inc.",19.08,128368484.64,,2015.0,Finance,Major Banks,https://old.nasdaq.com/symbol/icbk,
COUP,Coupa Software Incorporated,150.19,9438344662.43,,2016.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/coup,
CVTI,"Covenant Transportation Group, Inc.",15.32,282780696.4,,1994.0,Transportation,Trucking Freight/Courier Services,https://old.nasdaq.com/symbol/cvti,
CVET,"Covetrus, Inc.",11.19,1253058191.82,,,Health Care,Medical/Nursing Services,https://old.nasdaq.com/symbol/cvet,
COWN,Cowen Inc.,14.06,415004127.12,,,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/cown,
COWNL,Cowen Inc.,26.6801,0.0,,,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/cownl,
COWNZ,Cowen Inc.,26.09,0.0,,,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/cownz,
PMTS,CPI Card Group Inc.,2.31,25926349.68,,2015.0,Finance,Finance Companies,https://old.nasdaq.com/symbol/pmts,
CPSH,CPS Technologies Corp.,1.02,13471584.72,,,Capital Goods,Building Materials,https://old.nasdaq.com/symbol/cpsh,
CRAI,"CRA International,Inc.",41.7,328411977.9,,1998.0,Miscellaneous,Other Consumer Services,https://old.nasdaq.com/symbol/crai,
CBRL,"Cracker Barrel Old Country Store, Inc.",161.56,3885541749.32,,1981.0,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/cbrl,
BREW,"Craft Brew Alliance, Inc.",8.33,162145482.52,,,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/brew,
CREX,"Creative Realities, Inc.",1.53,14906462.58,,,Technology,EDP Services,https://old.nasdaq.com/symbol/crex,
CREXW,"Creative Realities, Inc.",0.195,0.0,,,Technology,EDP Services,https://old.nasdaq.com/symbol/crexw,
CACC,Credit Acceptance Corporation,446.98,8401797686.82,,1992.0,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/cacc,
DGLD,Credit Suisse AG,29.74,19450257.4,,,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/dgld,
DSLV,Credit Suisse AG,17.55,28447426.8,,,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/dslv,
GLDI,Credit Suisse AG,9.08,33971240.08,,,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/gldi,
SLVO,Credit Suisse AG,7.14,20001946.02,,,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/slvo,
TVIX,Credit Suisse AG,14.08,1171221004.8,,,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/tvix,
UGLD,Credit Suisse AG,137.66,181922232.78,,,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/ugld,
USLV,Credit Suisse AG,89.35,313548360.25,,,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/uslv,
USOI,Credit Suisse AG,19.5,8262150.0,,,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/usoi,
VIIX,Credit Suisse AG,10.28,23943949.84,,,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/viix,
ZIV,Credit Suisse AG,65.09,74072420.0,,,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/ziv,
CREE,"Cree, Inc.",49.45,5292524660.55,,1993.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/cree,
CRSA,Crescent Acquisition Corp,9.83,307187500.0,,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/crsa,
CRSAU,Crescent Acquisition Corp,10.2,0.0,,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/crsau,
CRSAW,Crescent Acquisition Corp,0.7,0.0,,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/crsaw,
CRESY,Cresud S.A.C.I.F. y A.,5.74,231364831.88,40307462.0,1997.0,Finance,Real Estate,https://old.nasdaq.com/symbol/cresy,
CRNX,"Crinetics Pharmaceuticals, Inc.",16.16,391071547.52,,2018.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/crnx,
CRSP,CRISPR Therapeutics AG,41.08,2245537102.12,,2016.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/crsp,
CRTO,Criteo S.A.,18.06,1152102013.44,63793024.0,2013.0,Technology,Advertising,https://old.nasdaq.com/symbol/crto,
CROX,"Crocs, Inc.",28.98,2017481417.28,,2006.0,Consumer Non-Durables,Shoe Manufacturing,https://old.nasdaq.com/symbol/crox,
CRON,Cronos Group Inc.,8.87,3026781840.56,,,Consumer Durables,Specialty Chemicals,https://old.nasdaq.com/symbol/cron,
CCRN,"Cross Country Healthcare, Inc.",10.0,368902960.0,,2001.0,Technology,Professional Services,https://old.nasdaq.com/symbol/ccrn,
CFB,"CrossFirst Bankshares, Inc.",13.36,682931683.76,,2019.0,Finance,Major Banks,https://old.nasdaq.com/symbol/cfb,
CRWD,"CrowdStrike Holdings, Inc.",68.78,15540519934.96,,2019.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/crwd,
CRWS,"Crown Crafts, Inc.",6.35,64257904.25,,,Basic Industries,Textiles,https://old.nasdaq.com/symbol/crws,
CYRX,"CryoPort, Inc.",13.59,483706532.52,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/cyrx,
CYRXW,"CryoPort, Inc.",10.47,0.0,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/cyrxw,
CSGS,"CSG Systems International, Inc.",51.7,1706497986.6,,1996.0,Technology,EDP Services,https://old.nasdaq.com/symbol/csgs,
CCLP,CSI Compressco LP,2.95,138859113.7,,2011.0,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/cclp,
CSPI,CSP Inc.,13.15,54621707.3,,1982.0,Technology,EDP Services,https://old.nasdaq.com/symbol/cspi,
CSWI,"CSW Industrials, Inc.",65.12,978347772.16,,,Basic Industries,Home Furnishings,https://old.nasdaq.com/symbol/cswi,
CSX,CSX Corporation,66.79,53310162216.32,,,Transportation,Railroads,https://old.nasdaq.com/symbol/csx,
CTIC,CTI BioPharma Corp.,0.78,45223405.5,,1997.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ctic,
CTIB,CTI Industries Corporation,2.02,7748619.0,,1997.0,Basic Industries,Specialty Chemicals,https://old.nasdaq.com/symbol/ctib,
CTRP,"Ctrip.com International, Ltd.",29.98,14599541679.2,486976040.0,2003.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/ctrp,
CUE,"Cue Biopharma, Inc.",7.71,174111930.81,,2018.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/cue,
CUI,"CUI Global, Inc.",0.86,24665023.6,,,Technology,Electronic Components,https://old.nasdaq.com/symbol/cui,
CPIX,Cumberland Pharmaceuticals Inc.,5.61,86247102.15,,2009.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/cpix,
CMLS,Cumulus Media Inc.,14.11,240286273.22,,,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/cmls,
CRIS,"Curis, Inc.",2.26,75038488.46,,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/cris,
CUTR,"Cutera, Inc.",27.77,393446304.18,,2004.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/cutr,
CVBF,CVB Financial Corporation,20.45,2865936763.15,,,Finance,Major Banks,https://old.nasdaq.com/symbol/cvbf,
CVV,CVD Equipment Corporation,3.25,21305602.5,,,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/cvv,
CYAN,Cyanotech Corporation,2.3,13583268.7,,,Consumer Durables,Specialty Chemicals,https://old.nasdaq.com/symbol/cyan,
CYBR,CyberArk Software Ltd.,105.59,3985030693.13,,2014.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/cybr,
CYBE,CyberOptics Corporation,13.76,98233754.56,,1987.0,Capital Goods,Electronic Components,https://old.nasdaq.com/symbol/cybe,
CYCC,"Cyclacel Pharmaceuticals, Inc.",0.3791,6520510.1434,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/cycc,
CYCCP,"Cyclacel Pharmaceuticals, Inc.",4.7617,1596469.4441,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/cyccp,
CYCN,"Cyclerion Therapeutics, Inc.",8.65,237190421.7,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/cycn,
CBAY,CymaBay Therapeutics Inc.,5.03,345566246.29,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/cbay,
CY,Cypress Semiconductor Corporation,23.42,8649366340.12,,1986.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/cy,
CYRN,CYREN Ltd.,1.7,92669221.9,,,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/cyrn,
CONE,CyrusOne Inc,77.2,8738448802.4,,2013.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/cone,
CYTK,"Cytokinetics, Incorporated",11.53,676567647.82,,2004.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/cytk,
CTMX,"CytomX Therapeutics, Inc.",7.39,335575968.52,,2015.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ctmx,
