Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,Unnamed: 9
DDD,3D Systems Corporation,7.76,916861622.96,,,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/ddd,
MMM,3M Company,153.52,88316839756.0,,,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/mmm,
WBAI,500.com Limited,11.46,492496594.2,,2013.0,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/wbai,
WUBA,58.com Inc.,48.79,7253875790.98,,2013.0,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/wuba,
EGHT,8x8 Inc,20.18,2003621911.44,,,Technology,EDP Services,https://old.nasdaq.com/symbol/eght,
AHC,A.H. Belo Corporation,3.62,77698423.86,,,Consumer Services,Newspapers/Magazines,https://old.nasdaq.com/symbol/ahc,
AOS,A.O Smith Corporation,45.13,7419526209.21,,,Consumer Durables,Consumer Electronics/Appliances,https://old.nasdaq.com/symbol/aos,
ATEN,"A10 Networks, Inc.",6.6,505263620.4,,2014.0,Technology,Computer Communications Equipment,https://old.nasdaq.com/symbol/aten,
AAC,"AAC Holdings, Inc.",0.66,16644833.7,,2014.0,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/aac,
AIR,AAR Corp.,41.13,1438329097.08,,,Capital Goods,Aerospace,https://old.nasdaq.com/symbol/air,
AAN,"Aaron&#39;s,  Inc.",61.88,4179839114.36,,,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/aan,
ABB,ABB Ltd,18.11,38625414768.71,,,Consumer Durables,Electrical Products,https://old.nasdaq.com/symbol/abb,
ABT,Abbott Laboratories,81.04,143229902719.6,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/abt,
ABBV,AbbVie Inc.,74.33,109895703678.54,,2012.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/abbv,
ANF,Abercrombie & Fitch Company,14.31,899528846.67,,,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/anf,
AGD,Aberdeen Global Dynamic Dividend Fund,9.5,119221019.5,,2006.0,,,https://old.nasdaq.com/symbol/agd,
AWP,Aberdeen Global Premier Properties Fund,6.22,531237455.22,,2007.0,,,https://old.nasdaq.com/symbol/awp,
ACP,Aberdeen Income Credit Strategies Fund,11.96,156365901.12,,2011.0,,,https://old.nasdaq.com/symbol/acp,
JEQ,"Aberdeen Japan Equity Fund, Inc. ",7.26,97326775.92,,1992.0,,,https://old.nasdaq.com/symbol/jeq,
AOD,Aberdeen Total Dynamic Dividend Fund,8.22,867053803.56,,2007.0,,,https://old.nasdaq.com/symbol/aod,
ABM,ABM Industries Incorporated,34.51,2291999043.04,,,Finance,Diversified Commercial Services,https://old.nasdaq.com/symbol/abm,
AKR,Acadia Realty Trust,28.93,2443223698.85,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/akr,
ACN,Accenture plc,186.81,118979289000.0,,2001.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/acn,
ACCO,Acco Brands Corporation,9.58,937936931.72,,,Consumer Durables,Publishing,https://old.nasdaq.com/symbol/acco,
ATV,"Acorn International, Inc.",18.97,48960811.2,,2007.0,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/atv,
EPAC,Actuant Corporation,21.23,1304749752.13,,,,,https://old.nasdaq.com/symbol/epac,
AYI,"Acuity Brands, Inc. ",119.47,4766742609.72,,,Consumer Durables,Building Products,https://old.nasdaq.com/symbol/ayi,
GOLF,Acushnet Holdings Corp.,26.14,1970060103.78,,2016.0,Consumer Non-Durables,Recreational Products/Toys,https://old.nasdaq.com/symbol/golf,
ADX,"Adams Diversified Equity Fund, Inc.",15.73,1661951466.89,,,,,https://old.nasdaq.com/symbol/adx,
PEO,"Adams Natural Resources Fund, Inc.",15.2,448594043.2,,,,,https://old.nasdaq.com/symbol/peo,
AGRO,Adecoagro S.A.,5.95,700783967.1,,2011.0,Consumer Non-Durables,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/agro,
ADNT,Adient plc,19.92,1864924622.88,,2016.0,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/adnt,
ADT,ADT Inc.,6.33,4683514492.65,,2018.0,Consumer Services,Diversified Commercial Services,https://old.nasdaq.com/symbol/adt,
ATGE,Adtalem Global Education Inc.,36.88,2025560240.0,,,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/atge,
AAP,Advance Auto Parts Inc,158.27,11298418907.3,,,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/aap,
ADSW,"Advanced Disposal Services, Inc.",32.61,2900122837.23,,2016.0,Public Utilities,Environmental Services,https://old.nasdaq.com/symbol/adsw,
WMS,"Advanced Drainage Systems, Inc.",33.63,2293374376.26,,2014.0,Capital Goods,Containers/Packaging,https://old.nasdaq.com/symbol/wms,
ASIX,AdvanSix Inc.,23.54,654783531.82,,2016.0,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/asix,
AVK,Advent Convertible and Income Fund,14.45,498889457.9,,2003.0,,,https://old.nasdaq.com/symbol/avk,
ACM,AECOM,36.79,5802766359.91,,2007.0,Consumer Services,Military/Government/Technical,https://old.nasdaq.com/symbol/acm,
AEB,Aegon NV,24.06,0.0,,,Finance,Life Insurance,https://old.nasdaq.com/symbol/aeb,
AEG,Aegon NV,4.04,8138545704.44,,,Finance,Life Insurance,https://old.nasdaq.com/symbol/aeg,
AEH,Aegon NV,26.0,0.0,,,Finance,Life Insurance,https://old.nasdaq.com/symbol/aeh,
AER,Aercap Holdings N.V.,52.51,7173022794.86,,2006.0,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/aer,
AJRD,"Aerojet Rocketdyne Holdings, Inc. ",48.14,3787467550.28,,,Capital Goods,Military/Government/Technical,https://old.nasdaq.com/symbol/ajrd,
AMG,"Affiliated Managers Group, Inc.",74.83,3789357825.82,,,Finance,Investment Managers,https://old.nasdaq.com/symbol/amg,
MGR,"Affiliated Managers Group, Inc.",26.16,0.0,,2019.0,Finance,Investment Managers,https://old.nasdaq.com/symbol/mgr,
AFL,Aflac Incorporated,51.95,38462914253.25,,,Finance,Accident &Health Insurance,https://old.nasdaq.com/symbol/afl,
MITT,"AG Mortgage Investment Trust, Inc.",14.86,486452056.2,,2011.0,,,https://old.nasdaq.com/symbol/mitt,
MITT^A,"AG Mortgage Investment Trust, Inc.",25.52,0.0,,,,,https://old.nasdaq.com/symbol/mitt^a,
MITT^B,"AG Mortgage Investment Trust, Inc.",25.44,0.0,,,,,https://old.nasdaq.com/symbol/mitt^b,
MITT^C,"AG Mortgage Investment Trust, Inc.",25.63,0.0,,,,,https://old.nasdaq.com/symbol/mitt^c,
AGCO,AGCO Corporation,72.0,5489299512.0,,,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/agco,
A,"Agilent Technologies, Inc.",75.1,23241022617.8,,1999.0,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://old.nasdaq.com/symbol/a,
AEM,Agnico Eagle Mines Limited,54.02,12934102054.6,,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/aem,
ADC,Agree Realty Corporation,74.6,3130754835.8,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/adc,
AL,Air Lease Corporation,39.5,4411203975.0,,2011.0,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/al,
AL^A,Air Lease Corporation,27.0,0.0,,,,,https://old.nasdaq.com/symbol/al^a,
APD,"Air Products and Chemicals, Inc.",213.96,47147185540.44,,,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/apd,
AYR,Aircastle Limited,21.84,1636925406.48,,2006.0,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/ayr,
AKS,AK Steel Holding Corporation,2.27,718193650.36,,,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/aks,
ALP^Q,Alabama Power Company,26.4,0.0,,,,,https://old.nasdaq.com/symbol/alp^q,
ALG,"Alamo Group, Inc.",115.35,1363226947.65,,,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/alg,
AGI,Alamos Gold Inc.,5.84,2284311474.0,,2015.0,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/agi,
ALK,"Alaska Air Group, Inc.",63.96,7884493301.88,,,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/alk,
AIN,Albany International Corporation,85.72,2768756000.0,,,Basic Industries,Textiles,https://old.nasdaq.com/symbol/ain,
ALB,Albemarle Corporation,65.68,6961177819.52,,,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/alb,
AA,Alcoa Corporation,19.25,3571978852.75,,2016.0,Basic Industries,Aluminum,https://old.nasdaq.com/symbol/aa,
ALC,Alcon Inc.,56.98,27846126000.0,,2019.0,Health Care,Ophthalmic Goods,https://old.nasdaq.com/symbol/alc,
ALEX,"Alexander & Baldwin, Inc.",24.4,1762698870.8,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/alex,
ALX,"Alexander&#39;s, Inc.",350.49,1790054072.1,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/alx,
ARE,"Alexandria Real Estate Equities, Inc.",154.35,17505992822.85,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/are,
AQN,Algonquin Power & Utilities Corp.,14.06,6976512610.56,,2016.0,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/aqn,
AQNA,Algonquin Power & Utilities Corp.,27.3,0.0,,2018.0,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/aqna,
AQNB,Algonquin Power & Utilities Corp.,27.39,0.0,,2019.0,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/aqnb,
BABA,Alibaba Group Holding Limited,168.32,438233069541.76,,2014.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/baba,
Y,Alleghany Corporation,784.78,11324522153.86,,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/y,
ATI,Allegheny Technologies Incorporated,19.76,2491323332.16,,,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/ati,
ALLE,Allegion plc,102.58,9578545367.52,,2013.0,Consumer Services,Diversified Commercial Services,https://old.nasdaq.com/symbol/alle,
AGN,Allergan plc.,167.98,55113733892.02,,2013.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/agn,
ALE,"Allete, Inc.",86.67,4476985738.47,,,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/ale,
ADS,Alliance Data Systems Corporation,122.88,6278874193.92,,2001.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/ads,
AFB,Alliance National Municipal Income Fund Inc,13.7,393805623.2,,2002.0,,,https://old.nasdaq.com/symbol/afb,
AWF,Alliance World Dollar Government Fund II,11.85,1021821672.45,,1993.0,,,https://old.nasdaq.com/symbol/awf,
AB,AllianceBernstein Holding L.P.,28.89,2788591331.61,,,Finance,Investment Managers,https://old.nasdaq.com/symbol/ab,
CBH,AllianzGI Convertible & Income 2024 Target Term Fund,9.45,172528763.4,,2017.0,,,https://old.nasdaq.com/symbol/cbh,
NCV,AllianzGI Convertible & Income Fund,5.63,507451841.46,,2003.0,,,https://old.nasdaq.com/symbol/ncv,
NCV^A,AllianzGI Convertible & Income Fund,26.1446,0.0,,,,,https://old.nasdaq.com/symbol/ncv^a,
NCZ,AllianzGI Convertible & Income Fund II,5.01,380914082.55,,2003.0,,,https://old.nasdaq.com/symbol/ncz,
NCZ^A,AllianzGI Convertible & Income Fund II,25.67,0.0,,,,,https://old.nasdaq.com/symbol/ncz^a,
ACV,AllianzGI Diversified Income & Convertible Fund,22.7,234748236.4,,2015.0,,,https://old.nasdaq.com/symbol/acv,
NIE,AllianzGI Equity & Convertible Income Fund,21.14,585767520.1,,2007.0,,,https://old.nasdaq.com/symbol/nie,
NFJ,"AllianzGI NFJ Dividend, Interest & Premium Strategy Fund",12.13,1149943177.53,,2005.0,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/nfj,
ALSN,"Allison Transmission Holdings, Inc.",43.89,5289073779.99,,2012.0,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/alsn,
ALL,Allstate Corporation (The),107.46,35374949968.32,,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/all,
ALL^A,Allstate Corporation (The),25.97,0.0,,,,,https://old.nasdaq.com/symbol/all^a,
ALL^B,Allstate Corporation (The),27.01,0.0,,,,,https://old.nasdaq.com/symbol/all^b,
ALL^D.CL,Allstate Corporation (The),,0.0,,,,,https://old.nasdaq.com/symbol/all^d.cl,
ALL^E.CL,Allstate Corporation (The),,0.0,,,,,https://old.nasdaq.com/symbol/all^e.cl,
ALL^F.CL,Allstate Corporation (The),,0.0,,,,,https://old.nasdaq.com/symbol/all^f.cl,
ALL^G,Allstate Corporation (The),27.47,0.0,,,,,https://old.nasdaq.com/symbol/all^g,
ALL^H,Allstate Corporation (The),26.13,0.0,,,,,https://old.nasdaq.com/symbol/all^h,
ALLY,Ally Financial Inc.,31.41,12262945546.71,,2014.0,Finance,Major Banks,https://old.nasdaq.com/symbol/ally,
ALLY^A,Ally Financial Inc.,26.31,0.0,,,,,https://old.nasdaq.com/symbol/ally^a,
AYX,"Alteryx, Inc.",115.75,7523721062.5,,2017.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/ayx,
ATUS,"Altice USA, Inc.",29.21,18920237553.15,,2017.0,Consumer Services,Television Services,https://old.nasdaq.com/symbol/atus,
MO,Altria Group,42.17,78777603639.13,,,Consumer Non-Durables,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/mo,
ACH,Aluminum Corporation of China Limited,7.65,5208937922.7,,2001.0,Basic Industries,Aluminum,https://old.nasdaq.com/symbol/ach,
ABEV,Ambev S.A.,4.58,72044076438.52,,2013.0,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/abev,
AMC,"AMC Entertainment Holdings, Inc.",9.78,1015651640.58,,2013.0,Consumer Services,Movies/Entertainment,https://old.nasdaq.com/symbol/amc,
AMCR,Amcor plc,9.39,15164455319.52,,2019.0,Consumer Durables,Miscellaneous manufacturing industries,https://old.nasdaq.com/symbol/amcr,
AEE,Ameren Corporation,78.94,19999648560.32,,,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/aee,
AMRC,"Ameresco, Inc.",14.55,675307607.7,,2010.0,Basic Industries,Engineering & Construction,https://old.nasdaq.com/symbol/amrc,
AMOV,"America Movil, S.A.B. de C.V.",14.9,49175494479.3,,,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/amov,
AMX,"America Movil, S.A.B. de C.V.",14.95,49340512917.15,,,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/amx,
AAT,"American Assets Trust, Inc.",46.63,2784844227.54,,2011.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/aat,
AXL,"American Axle & Manufacturing Holdings, Inc.",7.18,807576416.32,,,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/axl,
ACC,American Campus Communities Inc,48.77,6701113048.43,,2004.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/acc,
AEO,"American Eagle Outfitters, Inc.",14.6,2466860646.8,,,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/aeo,
AEP,"American Electric Power Company, Inc.",93.71,46273539851.81,,,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/aep,
AEP^B,"American Electric Power Company, Inc.",54.83,0.0,,,,,https://old.nasdaq.com/symbol/aep^b,
AEL,American Equity Investment Life Holding Company,22.96,2088882064.64,,2003.0,Finance,Life Insurance,https://old.nasdaq.com/symbol/ael,
AXP,American Express Company,113.65,94292414527.55,,,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/axp,
AFG,"American Financial Group, Inc.",103.06,9269409534.44,,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/afg,
AFGB,"American Financial Group, Inc.",26.85,0.0,,2019.0,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/afgb,
AFGE,"American Financial Group, Inc.",25.3,0.0,,2014.0,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/afge,
AFGH,"American Financial Group, Inc.",26.16,0.0,,2015.0,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/afgh,
AMH,American Homes 4 Rent,25.94,7794267648.56,,2013.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/amh,
AMH^D,American Homes 4 Rent,27.1,0.0,,,,,https://old.nasdaq.com/symbol/amh^d,
AMH^E,American Homes 4 Rent,26.62,0.0,,,,,https://old.nasdaq.com/symbol/amh^e,
AMH^F,American Homes 4 Rent,26.2499,0.0,,,,,https://old.nasdaq.com/symbol/amh^f,
AMH^G,American Homes 4 Rent,26.3,0.0,,,,,https://old.nasdaq.com/symbol/amh^g,
AMH^H,American Homes 4 Rent,26.62,0.0,,,,,https://old.nasdaq.com/symbol/amh^h,
AIG,"American International Group, Inc.",53.63,46653182236.26,,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/aig,
AIG.WS,"American International Group, Inc.",,0.0,,,,,https://old.nasdaq.com/symbol/aig.ws,
AIG^A,"American International Group, Inc.",27.15,0.0,,,,,https://old.nasdaq.com/symbol/aig^a,
ARL,"American Realty Investors, Inc.",14.42,230677835.92,,,Finance,Real Estate,https://old.nasdaq.com/symbol/arl,
ARA,"American Renal Associates Holdings, Inc",6.34,206458283.32,,2016.0,Health Care,Misc Health and Biotechnology Services,https://old.nasdaq.com/symbol/ara,
AWR,American States Water Company,90.6,3336967150.2,,,Public Utilities,Water Supply,https://old.nasdaq.com/symbol/awr,
AMT,American Tower Corporation (REIT),225.28,99728099778.56,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/amt,
AVD,American Vanguard Corporation,15.04,454205999.68,,,Basic Industries,Agricultural Chemicals,https://old.nasdaq.com/symbol/avd,
AWK,American Water Works,124.57,22503904472.17,,2008.0,Public Utilities,Water Supply,https://old.nasdaq.com/symbol/awk,
COLD,Americold Realty Trust,37.76,7237053280.0,,2018.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/cold,
AMP,"AMERIPRISE FINANCIAL SERVICES, INC.",134.73,17632163872.26,,,Finance,Investment Managers,https://old.nasdaq.com/symbol/amp,
ABC,AmerisourceBergen Corporation (Holding Co),81.86,17053525511.86,,,Health Care,Other Pharmaceuticals,https://old.nasdaq.com/symbol/abc,
ANFI,Amira Nature Foods Ltd,0.5799,23404575.5325,,2012.0,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/anfi,
AMN,AMN Healthcare Services Inc,55.34,2582284985.86,,,Technology,Professional Services,https://old.nasdaq.com/symbol/amn,
AMRX,"Amneal Pharmaceuticals, Inc.",3.14,939146572.1,,2018.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/amrx,
AP,Ampco-Pittsburgh Corporation,4.06,51320535.56,,,Capital Goods,Fluid Controls,https://old.nasdaq.com/symbol/ap,
APH,Amphenol Corporation,95.37,28367632735.86,,,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/aph,
AXR,AMREP Corporation,5.85,47600888.4,,,Consumer Services,Newspapers/Magazines,https://old.nasdaq.com/symbol/axr,
HKIB,AMTD International Inc.,8.0,1845305640.0,,2019.0,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/hkib,
AME,"AMTEK, Inc.",88.0,20094431632.0,,,Consumer Durables,Metal Fabrications,https://old.nasdaq.com/symbol/ame,
PLAN,"Anaplan, Inc.",50.92,6712670455.76,,2018.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/plan,
FINS,Angel Oak Financial Strategies Income Term Trust,20.25,233260641.0,,2019.0,,,https://old.nasdaq.com/symbol/fins,
AU,AngloGold Ashanti Limited,20.33,8429965709.82,,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/au,
BUD,Anheuser-Busch Inbev SA,93.0,182222281038.0,,,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/bud,
AXE,Anixter International Inc.,67.47,2275332371.52,,,Consumer Non-Durables,Telecommunications Equipment,https://old.nasdaq.com/symbol/axe,
NLY,Annaly Capital Management Inc,8.65,12596678496.5,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/nly,
NLY^D,Annaly Capital Management Inc,25.67,0.0,,,,,https://old.nasdaq.com/symbol/nly^d,
NLY^F,Annaly Capital Management Inc,25.9,0.0,,,,,https://old.nasdaq.com/symbol/nly^f,
NLY^G,Annaly Capital Management Inc,25.0,0.0,,,,,https://old.nasdaq.com/symbol/nly^g,
NLY^I,Annaly Capital Management Inc,25.7625,0.0,,,,,https://old.nasdaq.com/symbol/nly^i,
AM,Antero Midstream Corporation,7.12,3609104076.8,,2017.0,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/am,
AR,Antero Resources Corporation,2.67,825622718.64,,2013.0,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/ar,
ANTM,"Anthem, Inc.",241.03,61659620680.12,,,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/antm,
ANH,Anworth Mortgage Asset  Corporation,3.28,323934072.64,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/anh,
ANH^A,Anworth Mortgage Asset  Corporation,25.5965,0.0,,,,,https://old.nasdaq.com/symbol/anh^a,
ANH^B,Anworth Mortgage Asset  Corporation,21.4,0.0,,,,,https://old.nasdaq.com/symbol/anh^b,
ANH^C,Anworth Mortgage Asset  Corporation,25.3,0.0,,,,,https://old.nasdaq.com/symbol/anh^c,
AON,Aon plc,190.43,44911370350.98,,,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/aon,
APA,Apache Corporation,21.4,8045522107.8,,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/apa,
AIV,Apartment Investment and Management Company,53.38,7947438542.62,,1994.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/aiv,
APY,Apergy Corporation,24.66,1910159802.36,,2018.0,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/apy,
APHA,Aphria Inc.,5.39,1358353341.73,,2018.0,Consumer Durables,Specialty Chemicals,https://old.nasdaq.com/symbol/apha,
ARI,Apollo Commercial Real Estate Finance,18.87,2897141235.39,,2009.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ari,
APO,"Apollo Global Management, Inc",37.99,15301027381.94,,2011.0,Finance,Investment Managers,https://old.nasdaq.com/symbol/apo,
APO^A,"Apollo Global Management, Inc",26.54,0.0,,,,,https://old.nasdaq.com/symbol/apo^a,
APO^B,"Apollo Global Management, Inc",26.84,0.0,,,,,https://old.nasdaq.com/symbol/apo^b,
AFT,Apollo Senior Floating Rate Fund Inc.,14.57,226899498.77,,2011.0,,,https://old.nasdaq.com/symbol/aft,
AIF,Apollo Tactical Income Fund Inc.,14.74,213199743.24,,2013.0,,,https://old.nasdaq.com/symbol/aif,
APLE,"Apple Hospitality REIT, Inc.",16.25,3637874337.5,,2015.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/aple,
AIT,"Applied Industrial Technologies, Inc.",54.0,2087196012.0,,,Consumer Durables,Industrial Specialties,https://old.nasdaq.com/symbol/ait,
ATR,"AptarGroup, Inc.",116.56,7464646584.72,,,Consumer Non-Durables,Plastic Products,https://old.nasdaq.com/symbol/atr,
APTV,Aptiv PLC,84.0,21520191588.0,,2011.0,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/aptv,
WTR,"Aqua America, Inc.",45.16,9744485165.28,,,Public Utilities,Water Supply,https://old.nasdaq.com/symbol/wtr,
WTRU,"Aqua America, Inc.",60.87,0.0,,2019.0,Public Utilities,Water Supply,https://old.nasdaq.com/symbol/wtru,
WAAS,AquaVenture Holdings Limited,19.61,621976351.05,,2016.0,Public Utilities,Water Supply,https://old.nasdaq.com/symbol/waas,
ARMK,Aramark,43.94,10849161906.7,,2013.0,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/armk,
ABR,Arbor Realty Trust,13.1,1235868174.2,,2004.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/abr,
ABR^A,Arbor Realty Trust,26.35,0.0,,,,,https://old.nasdaq.com/symbol/abr^a,
ABR^B,Arbor Realty Trust,25.99,0.0,,,,,https://old.nasdaq.com/symbol/abr^b,
ABR^C,Arbor Realty Trust,26.368000000000002,0.0,,,,,https://old.nasdaq.com/symbol/abr^c,
ARC,"ARC Document Solutions, Inc.",1.43,65874954.86,,2004.0,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/arc,
MT,ArcelorMittal,13.24,13398927968.52,,,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/mt,
ARCH,"Arch Coal, Inc.",75.57,1228922740.65,,2016.0,Energy,Coal Mining,https://old.nasdaq.com/symbol/arch,
ADM,Archer-Daniels-Midland Company,39.78,22156428067.02,,,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/adm,
AROC,"Archrock, Inc.",9.51,1445295069.48,,,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/aroc,
ARNC,Arconic Inc.,24.75,10894662009.0,,,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/arnc,
ARCO,Arcos Dorados Holdings Inc.,6.51,1328491501.05,,2011.0,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/arco,
ACA,"Arcosa, Inc.",33.35,1613700213.55,,2018.0,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/aca,
RCUS,"Arcus Biosciences, Inc.",8.2,375963349.8,,2018.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/rcus,
ARD,Ardagh Group S.A.,16.17,3821779500.0,,2017.0,Consumer Durables,Containers/Packaging,https://old.nasdaq.com/symbol/ard,
ASC,Ardmore Shipping Corporation,8.12,268754387.72,,2013.0,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/asc,
AFC,Ares Capital Corporation,27.09,216720000.0,,,,,https://old.nasdaq.com/symbol/afc,
ACRE,Ares Commercial Real Estate Corporation,15.17,437938709.95,,2012.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/acre,
ARDC,"Ares Dynamic Credit Allocation Fund, Inc.",14.73,337537066.2,,2012.0,,,https://old.nasdaq.com/symbol/ardc,
ARES,Ares Management Corporation,26.06,6028060326.26,,2014.0,Finance,Investment Managers,https://old.nasdaq.com/symbol/ares,
ARES^A,Ares Management Corporation,27.37,0.0,,,,,https://old.nasdaq.com/symbol/ares^a,
AGX,"Argan, Inc.",38.61,603601790.22,,,Basic Industries,Engineering & Construction,https://old.nasdaq.com/symbol/agx,
ARGD,"Argo Group International Holdings, Ltd.",25.79,0.0,,,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/argd,
ARGO,"Argo Group International Holdings, Ltd.",68.6,2352205094.4,,,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/argo,
ANET,"Arista Networks, Inc.",230.94,17700235103.88,,2014.0,Technology,Computer Communications Equipment,https://old.nasdaq.com/symbol/anet,
AI,Arlington Asset Investment Corp,5.39,197593265.87,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ai,
